ID,CODIGO,NOMBRE,MEDIDA,EAN,CATEGORIA,SUBCATEGORIA,TIPO,MARCA,MODELO,ECO,PVP,USU,FOTO,DESCRIP,NOMBRE_ECO,LIBRE,ANCHO,CONST1,PERFIL,CONST2,LLANTA,IC,IV,FR,TTTL
2228,1570,BRIDGESTONE BW501 100/90-19 57H F TT,1009019,3286340157018,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","93,50","82,86",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,,100,/,90,-,19,57,H,F,TT
1424,79234,BRIDGESTONE BW501 110/80R19 59H F TL,1108019,3286347923418,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","103,00","91,23",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,,110,/,80,R,19,59,H,F,TL
1370,79223,BRIDGESTONE BW501 110/80R19 59V F TL,1108019,3286347922312,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","111,00","97,33",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,,110,/,80,R,19,59,V,F,TL
2927,1778,BRIDGESTONE BW501 110/80R19 59V F TL,1108019,3286340177818,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","111,00","97,33",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,G BMW F650GS,110,/,80,R,19,59,V,F,TL
4480,3915,BRIDGESTONE BW501 110/80R19 59V TL,1108019,3286340391511,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","106,00","93,52",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,E9 YAMAHA SUPER TENERE,110,/,80,R,19,59,V,F,TL
2825,2033,BRIDGESTONE BW501 90/90-21 54H F TL,909021,3286340203319,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","84,00","75,73",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,H,F,TL
2328,1569,BRIDGESTONE BW501 90/90-21 54H F TT,909021,3286340156912,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","84,00","75,73",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,H,F,TT
2400,1887,BRIDGESTONE BW501 90/90-21 54V F TT,909021,3286340188715,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW501,"1,01","87,00","77,98",BRIDGESTONE BW501.png,,S.I GESTION NFU - RD 1619/2005,G BMW F800GS,90,/,90,-,21,54,V,F,TT
2515,2036,BRIDGESTONE BW502 130/80R17 65H R TL,1308017,3286340203616,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","126,50","109,15",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,,130,/,80,R,17,65,H,R,TL
2037,1571,BRIDGESTONE BW502 130/80R17 65H R TT,1308017,3286340157117,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","126,50","109,15",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,,130,/,80,R,17,65,H,R,TT
2218,1572,BRIDGESTONE BW502 140/80R17 69H R TT,1408017,3286340157216,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","137,50","117,53",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,,140,/,80,R,17,69,H,R,TT
2960,1780,BRIDGESTONE BW502 140/80R17 69V R TL,1408017,3286340178013,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","156,00","131,64",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,G BMW F650GS 2008,140,/,80,R,17,69,V,R,TL
1425,79235,BRIDGESTONE BW502 150/70R17 69H R TL,1507017,3286347923517,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","144,50","122,87",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,,150,/,70,R,17,69,H,R,TL
1400,79224,BRIDGESTONE BW502 150/70R17 69V R TL,1507017,3286347922411,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","158,00","133,16",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,,150,/,70,R,17,69,V,R,TL
2923,1889,BRIDGESTONE BW502 150/70R17 69V R TT,1507017,3286340188913,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","158,00","133,16",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,G BMW F800GS,150,/,70,R,17,69,V,R,TT
4479,3916,BRIDGESTONE BW502 150/70R17 69V TT,1507017,3286340391610,01.NEUMATICOS,01.MOTO,04.TRAIL,BRIDGESTONE,BW502,"1,01","158,00","133,16",BRIDGESTONE BW502.png,,S.I GESTION NFU - RD 1619/2005,E9 YAMAHA SUPER TENERE,150,/,70,R,17,69,V,R,TT
1082,72843,BRIDGESTONE ED11 80/100-21 51M F TT,8010021,3286347284311,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED11,"1,01","82,50","67,80",BRIDGESTONE GRITTY ED11.png,,S.I GESTION NFU - RD 1619/2005,,80,/,100,-,21,51,M,F,TT
1540,73437,BRIDGESTONE ED12 110/100-17 63M R TT,11010017,3286347343711,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED12,"1,01","83,00","68,15",BRIDGESTONE GRITTY ED12.png,,S.I GESTION NFU - RD 1619/2005,,110,/,100,-,17,63,M,R,TT
1083,73618,BRIDGESTONE ED12 110/100-18 64M R TT,11010018,3286347361814,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED12,"1,01","86,00","70,22",BRIDGESTONE GRITTY ED12.png,,S.I GESTION NFU - RD 1619/2005,,110,/,100,-,18,64,M,R,TT
1619,74154,BRIDGESTONE ED12 120/90-18 65M R TT,1209018,3286347415418,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED12,"1,01","95,00","78,24",BRIDGESTONE GRITTY ED12.png,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,18,65,M,R,TT
1790,78529,BRIDGESTONE ED663 90/90-21 54R F TT,909021,3286347852916,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED663,"1,01","81,00","66,77",BRIDGESTONE GRITTY ED663.png,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,R,F,TT
2834,78530,BRIDGESTONE ED668 120/90-18 65R R TT,1209018,3286347853012,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED668,"1,01","98,00","80,31",BRIDGESTONE GRITTY ED668.png,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,18,65,R,R,TT
1599,78531,BRIDGESTONE ED668 140/80-18 70R R TT,1408018,3286347853111,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED668,"1,01","108,00","87,20",BRIDGESTONE GRITTY ED668.png,,S.I GESTION NFU - RD 1619/2005,,140,/,80,-,18,70,R,R,TT
704,77910,BRIDGESTONE ED77 80/100-21 51M F TT,8010021,3286347791017,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED77,"1,01","82,50","67,80",BRIDGESTONE GRITTY ED77.png,,S.I GESTION NFU - RD 1619/2005,,80,/,100,-,21,51,M,F,TT
705,77911,BRIDGESTONE ED78 120/100-18 68M R TT,12010018,3286347791116,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,ED78,"1,01","101,50","82,72",BRIDGESTONE GRITTY ED78.png,,S.I GESTION NFU - RD 1619/2005,,120,/,100,-,18,68,M,R,TT
7288,49999,BRIDGESTONE G508 110/90-16 59S R TL,1109016,3286344999911,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G508,"1,01","73,00","65,67",BRIDGESTONE G508.PNG,,S.I GESTION NFU - RD 1619/2005,,110,/,90,-,16,59,S,R,TL
2222,76289,BRIDGESTONE G508 130/90-15 66S R TT,1309015,3286347628917,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G508,"1,01","86,50","77,61",BRIDGESTONE G508.PNG,,S.I GESTION NFU - RD 1619/2005,KAWASAKI ELIMINATOR 125,130,/,90,-,15,66,S,R,TT
2393,48495,BRIDGESTONE G514 120/90-16 63S R TT,1209016,3286344849513,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G514,"1,01","84,00","75,73",BRIDGESTONE G514.PNG,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,16,63,S,R,TT
1115,76616,BRIDGESTONE G515 110/80-19 59S F TT,1108019,3286347661617,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G515,"1,01","95,00","83,99",BRIDGESTONE G515.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA BLACK WIDOW,110,/,80,-,19,59,S,F,TT
1066,75162,BRIDGESTONE G525 110/90-18 61V F TL,1109018,3286347516214,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G525,"1,01","113,50","97,86",BRIDGESTONE G525.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA V-MAX,110,/,90,-,18,61,V,F,TL
721,75143,BRIDGESTONE G526 150/90-15 74V R TL,1509015,3286347514319,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G526,"1,01","147,00","123,00",BRIDGESTONE G526.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA V-MAX,150,/,90,-,15,74,V,R,TL
2513,70178,BRIDGESTONE G535 100/90-19 57H F TL,1009019,3286347017810,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G535,"1,01","99,00","86,99",BRIDGESTONE G535.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA XV 1.100 VIRAGO,100,/,90,-,19,57,H,F,TL
1140,70186,BRIDGESTONE G536 140/90-15 70H R TL,1409015,3286347018619,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G536,"1,01","119,50","102,37",BRIDGESTONE G536.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA XV 535 VIRAGO,140,/,90,-,15,70,H,R,TL
1519,75188,BRIDGESTONE G544 170/80-15 77H R TL,1708015,3286347518812,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G544,"1,01","146,00","122,25",BRIDGESTONE G544.PNG,,S.I GESTION NFU - RD 1619/2005,BMW R 1.200 C,170,/,80,-,15,77,H,R,TL
659,70897,BRIDGESTONE G546 150/80-15 70H R TL,1508015,3286347089718,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G546,"1,01","122,50","104,62",BRIDGESTONE G546.PNG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,-,15,70,H,R,TL
4173,73022,BRIDGESTONE G546 170/80-15 77S R TT,1708015,3286347302213,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G546,"1,01","133,00","112,49",BRIDGESTONE G546.PNG,,S.I GESTION NFU - RD 1619/2005,S1,170,/,80,-,15,77,S,R,TT
728,75158,BRIDGESTONE G547 110/80-18 58V F TL,1108018,3286347515811,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G547,"1,01","107,50","93,36",BRIDGESTONE G547.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA ST 1.100 PANAEUROPEAN,110,/,80,-,18,58,V,F,TL
727,75174,BRIDGESTONE G548 160/70-17 73V R TL,1607017,3286347517419,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G548,"1,01","167,00","138,00",BRIDGESTONE G548.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA ST 1.100 PANAEUROPEAN,160,/,70,-,17,73,V,R,TL
751,77021,BRIDGESTONE G701 100/90-19 57H F TT,1009019,3286347702112,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","102,00","89,24",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI VS 800 INTRUDER,100,/,90,-,19,57,H,F,TT
1125,74835,BRIDGESTONE G701 100/90-19 57S F TT,1009019,3286347483516,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","86,00","77,23",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,,100,/,90,-,19,57,S,F,TT
1067,77022,BRIDGESTONE G701 110/90-19 62H F TT,1109019,3286347702211,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","106,00","92,24",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI VS 1.400 INTRUDER,110,/,90,-,19,62,H,F,TT
203,75199,BRIDGESTONE G701 120/90-17 64S F TT,1209017,3286347519918,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","104,00","90,74",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VT 750 C,120,/,90,-,17,64,S,F,TT
267,76249,BRIDGESTONE G701 130/70-18 63H F TL,1307018,3286347624919,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","120,50","103,12",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA GL 1.500 SE GOLD WING,130,/,70,-,18,63,H,F,TL
497,49889,BRIDGESTONE G701 150/80R17 72H F TL,1508017,3286344988915,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","132,00","116,54",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VALKYRE F6C,150,/,80,R,17,72,H,F,TL
8192,3250,BRIDGESTONE G701 90/90-21 54S F TT,909021,3286340325011,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G701,"1,01","103,00","89,99",BRIDGESTONE G701.PNG,,S.I GESTION NFU - RD 1619/2005,SHADOW S,90,/,90,-,21,54,S,F,TT
1342,77019,BRIDGESTONE G702 140/90-15 70H R TT,1409015,3286347701917,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","123,00","104,99",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI VS 800 INTRUDER,140,/,90,-,15,70,H,R,TT
878,74834,BRIDGESTONE G702 140/90-15 70S R TT,1409015,3286347483417,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","105,50","91,86",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,KAWASAKI EN 500 B VULCAN,140,/,90,-,15,70,S,R,TT
1652,76294,BRIDGESTONE G702 140/90-16 71H R TT,1409016,3286347629419,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","128,00","108,74",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,KAWASAKI VN 800 Vulcan,140,/,90,-,16,71,H,R,TT
1041,76954,BRIDGESTONE G702 150/80-16 71H R TL,1508016,3286347695414,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","138,00","116,24",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,F9 KAWASAKI VN1.500,150,/,80,-,16,71,H,R,TL
7554,76956,BRIDGESTONE G702 150/80B16 71H R TL,1508016,3286347695612,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","165,00","136,50",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,M,150,/,80,B,16,71,H,R,TL
362,76251,BRIDGESTONE G702 150/90-15 74H R TL,1509015,3286347625114,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","142,00","119,25",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI VZ 800 MARAUDER,150,/,90,-,15,74,H,R,TL
1176,76617,BRIDGESTONE G702 160/80-15 74S R TT,1608015,3286347661716,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","131,50","111,37",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA BLACK WIDOW,160,/,80,-,15,74,S,R,TT
1068,76252,BRIDGESTONE G702 160/80-16 80H R TL,1608016,3286347625213,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","171,00","141,00",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA GL 1.500 SE GOLD WING,160,/,80,-,16,80,H,R,TL
2199,77347,BRIDGESTONE G702 170/80-15 77H R TL,1708015,3286347734717,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","146,00","122,25",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,BMW R 1.200 CL,170,/,80,-,15,77,H,R,TL
434,77020,BRIDGESTONE G702 170/80-15 77H R TT,1708015,3286347702013,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","146,00","122,25",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VT1.100 C3W SHADOW,170,/,80,-,15,77,H,R,TT
881,77348,BRIDGESTONE G702 170/80-15 77S R TT,1708015,3286347734816,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","133,00","112,49",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VT 600 C SHADOW,170,/,80,-,15,77,S,R,TT
700,76064,BRIDGESTONE G702 180/70-15 76H R TL,1807015,3286347606410,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","149,50","124,87",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI VL1.500 L.C.,180,/,70,-,15,76,H,R,TL
7416,4255,BRIDGESTONE G702 180/70R16 77H R TL,1807016,3286340425513,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G702,"1,01","183,00","156,65",BRIDGESTONE G702.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VALKYRE F6C,180,/,70,R,16,77,H,R,TL
745,76250,BRIDGESTONE G703 130/90-16 67H F TL,1309016,3286347625015,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G703,"1,01","114,00","98,24",BRIDGESTONE G703.PNG,,S.I GESTION NFU - RD 1619/2005,,130,/,90,-,16,67,H,F,TL
701,77346,BRIDGESTONE G703 150/80B16 71H F TL,1508016,3286347734618,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G703,"1,01","134,00","113,24",BRIDGESTONE G703.PNG,,S.I GESTION NFU - RD 1619/2005,BMW R 1.200 CL,150,/,80,B,16,71,H,F,TL
820,79137,BRIDGESTONE G704 180/60R16 74H R TL,1806016,3286347913716,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G704,"1,01","215,00","181,81",BRIDGESTONE G704.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA GL 1.800 GOLD WING,180,/,60,R,16,74,H,R,TL
1544,77270,BRIDGESTONE G709 130/70R18 63H F TL,1307018,3286347727016,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G709,"1,01","133,00","117,32",BRIDGESTONE G709.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA GL 1.800 GOLD WING,130,/,70,R,18,63,H,F,TL
6810,4580,BRIDGESTONE G721 130/90-16 67H F TL WWW,1309016,3286340458016,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G721,"1,01","123,00","104,99",BRIDGESTONE G721 WW.PNG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),130,/,90,-,16,67,H,F,TL
1703,77555,BRIDGESTONE G721 130/90-16 67H F TL,1309016,3286347755514,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G721,"1,01","114,00","98,24",BRIDGESTONE G721.jpg,,S.I GESTION NFU - RD 1619/2005,KAWASAKI VN 1.600 (2.003),130,/,90,-,16,67,H,F,TL
1697,78806,BRIDGESTONE G721 150/80-16 71H F TL,1508016,3286347880612,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G721,"1,01","134,00","113,24",BRIDGESTONE G721.jpg,,S.I GESTION NFU - RD 1619/2005,KAWASAKI VN 1.600 (2.005) CLAS,150,/,80,-,16,71,H,F,TL
1692,78807,BRIDGESTONE G722 170/70-16 75H R TL,1707016,3286347880711,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G722,"1,01","177,00","145,50",BRIDGESTONE G722.jpg,,S.I GESTION NFU - RD 1619/2005,G9 KAWASAKI VN1.600 (2.005) C,170,/,70,-,16,75,H,R,TL
2846,77556,BRIDGESTONE G722 170/70-16 75H R TL,1707016,3286347755613,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G722,"1,01","177,00","145,50",BRIDGESTONE G722.jpg,,S.I GESTION NFU - RD 1619/2005,KAWASAKI VN1.600 (2.003),170,/,70,-,16,75,H,R,TL
6809,4579,BRIDGESTONE G722 180/70-15 76H R TL WWW,1807015,3286340457910,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G722,"1,01","154,00","128,25",BRIDGESTONE G722 WW.PNG,,S.I GESTION NFU - RD 1619/2005,(BANDA BLANCA),180,/,70,-,15,76,H,R,TL
2046,79222,BRIDGESTONE G850 190/60R17 78H R TL,1906017,3286347922213,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G850,"1,01","193,00","164,51",BRIDGESTONE G850.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA XV 1.900 MIDNIGHT STAR,190,/,60,R,17,78,H,R,TL
1264,79221,BRIDGESTONE G851 130/70R18 63H F TL,1307018,3286347922114,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G851,"1,01","133,00","117,32",BRIDGESTONE G851.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA XV 1.900 MIDNIGHT STAR,130,/,70,R,18,63,H,F,TL
7557,2763,BRIDGESTONE G852 200/50ZR17 75W R TL,2005017,3286340276313,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G852,"1,01","232,00","186,76",BRIDGESTONE G852.PNG,,S.I GESTION NFU - RD 1619/2005,G,200,/,50,ZR,17,75,W,R,TL
2498,2181,BRIDGESTONE G852 240/55R16 86V R TL,2405516,3286340218115,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G852,"1,01","249,00","208,56",BRIDGESTONE G852.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI C 1.800 R INTRUDER,240,/,55,R,16,86,V,R,TL
8193,2762,BRIDGESTONE G853 120/70R18 59W F TL,1207018,3286340276214,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G853,"1,01","157,50","136,59",BRIDGESTONE G853.PNG,,S.I GESTION NFU - RD 1619/2005,INTRUDER,120,/,70,R,18,59,W,F,TL
2888,2180,BRIDGESTONE G853 150/80R16 71V F TL,1508016,3286340218016,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,G853,"1,01","175,00","150,35",BRIDGESTONE G853.PNG,,S.I GESTION NFU - RD 1619/2005,G9 SUZUKI C 1.800 R INTRUDER,150,/,80,R,16,71,V,F,TL
7369,73583,BRIDGESTONE L301 3.00-17 45P,3.0017,3286347358319,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L301,"1,01","49,00","45,24",BRIDGESTONE L301.PNG,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,17,45,P,,
2066,49087,BRIDGESTONE L303 3.00-18 47P F TT,3.0018,3286344908715,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L303,"1,01","43,00","39,53",BRIDGESTONE L303.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA REBELL 125 y 250 / YAMAH,3.00,,,-,18,47,P,F,TT
1848,73706,BRIDGESTONE L303 3.00-18 47S F TT,3.0018,3286347370618,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L303,"1,01","49,00","45,24",BRIDGESTONE L303.PNG,,S.I GESTION NFU - RD 1619/2005,SUZUKI TU250X,3.00,,,-,18,47,S,F,TT
1431,49256,BRIDGESTONE L303 3.00-19 49H F TL,3.0019,3286344925613,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L303,"1,01","78,00","71,23",BRIDGESTONE L303.PNG,,S.I GESTION NFU - RD 1619/2005,YAMAHA XV 535 VIRAGO,3.00,,,-,19,49,H,F,TL
1275,73323,BRIDGESTONE L303 3.00-19 49S F TT,3.0019,3286347332319,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L303,"1,01","65,00","59,67",BRIDGESTONE L303.PNG,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,19,49,S,F,TT
1155,72823,BRIDGESTONE L307 80/90-21 48H F TT,809021,3286347282317,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L307,"1,01","93,00","82,49",BRIDGESTONE L307.PNG,,S.I GESTION NFU - RD 1619/2005,KAWASAKI VN 800 VULCAN,80,/,90,-,21,48,H,F,TT
1384,76271,BRIDGESTONE L309 100/90-17 55S F TT,1009017,3286347627118,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L309,"1,01","71,00","64,17",BRIDGESTONE L309.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VT 125 SHADOW,100,/,90,-,17,55,S,F,TT
1706,77271,BRIDGESTONE L309 140/80-17 69H F TT,1408017,3286347727115,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,L309,"1,01","132,00","111,74",BRIDGESTONE L309.PNG,,S.I GESTION NFU - RD 1619/2005,HONDA VT 1.100 C3W SHADOW,140,/,80,-,17,69,H,F,TT
1372,79204,BRIDGESTONE M101 80/100-21 51M F TT,8010021,3286347920417,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,M101,"1,01","75,00","66,26",BRIDGESTONE M101.PNG,,S.I GESTION NFU - RD 1619/2005,BARRO ARENA,80,/,100,-,21,51,M,F,TT
2512,79205,BRIDGESTONE M102 100/90-19 57M R TT,1009019,3286347920516,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,M102,"1,01","93,50","79,47",BRIDGESTONE M102.PNG,,S.I GESTION NFU - RD 1619/2005,BARRO ARENA,100,/,90,-,19,57,M,R,TT
2437,79408,BRIDGESTONE M102 110/100-18 64M R TT,11010018,3286347940811,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,M102,"1,01","93,50","79,47",BRIDGESTONE M102.PNG,,S.I GESTION NFU - RD 1619/2005,BARRO ARENA,110,/,100,-,18,64,M,R,TT
2396,79203,BRIDGESTONE M102 110/90-19 62M R TT,1109019,3286347920318,01.NEUMATICOS,01.MOTO,05.CROSS-ENDURO,BRIDGESTONE,M102,"1,01","100,00","84,11",BRIDGESTONE M102.PNG,,S.I GESTION NFU - RD 1619/2005,BARRO ARENA,110,/,90,-,19,62,M,R,TT
