ID,CODIGO,NOMBRE,MEDIDA,EAN,CATEGORIA,SUBCATEGORIA,TIPO,MARCA,MODELO,ECO,PVP,USU,FOTO,DESCRIP,NOMBRE_ECO,LIBRE,ANCHO,CONST1,PERFIL,CONST2,LLANTA,IC,IV,FR,TTTL
3104,2265213,AVON ROADRIDER AM26 110/70-17 54V F,1107017,0029142641407,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","114,00","76,17",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,70,-,17,54,V,F,
3023,2265513,AVON ROADRIDER AM26 110/80-17 57V F,1108017,0029142641414,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","122,00","80,62",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,80,-,17,57,V,F,
3110,2289413,AVON ROADRIDER AM26 110/80-18 58V F/R,1108018,0029142605423,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","144,00","92,87",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,80,-,18,58,V,F/R,
3103,2268213,AVON ROADRIDER AM26 110/90-16 59V F,1109016,0029142605317,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","156,00","99,55",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,90,-,16,59,V,F,
3111,2287013,AVON ROADRIDER AM26 110/90-18 61V F/R,1109018,0029142605430,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","144,00","92,87",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,90,-,18,61,V,F/R,
3105,2266113,AVON ROADRIDER AM26 120/70-17 58V F,1207017,0029142641421,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","126,00","82,85",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,17,58,V,F,
2991,2288413,AVON ROADRIDER AM26 120/80-16 60V F/R,1208016,0029142643173,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","126,00","82,85",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,-,16,60,V,F/R,
3007,2274813,AVON ROADRIDER AM26 120/80-17 61V R,1208017,0029142641933,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","126,00","82,85",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,-,17,61,V,R,
3120,2279513,AVON ROADRIDER AM26 120/80-18 62V R,1208018,0029142641940,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","132,00","86,19",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,-,18,62,V,R,
3114,2278613,AVON ROADRIDER AM26 120/90-17 64V R,1209017,0029142641957,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","131,00","85,63",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,17,64,V,R,
3121,2276013,AVON ROADRIDER AM26 120/90-18 65V R,1209018,0029142605348,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","156,00","99,55",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,90,-,18,65,V,R,
3115,2279913,AVON ROADRIDER AM26 130/70-17 62V R,1307017,0029142641964,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","132,00","86,19",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,-,17,62,V,R,
3122,2276613,AVON ROADRIDER AM26 130/70-18 63V R,1307018,0029142642336,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","123,00","81,18",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,-,18,63,V,R,
3116,2275913,AVON ROADRIDER AM26 130/80-17 65V R,1308017,0029142641872,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","142,00","91,75",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,80,-,17,65,V,R,
3123,2279813,AVON ROADRIDER AM26 130/80-18 66V R,1308018,0029142605393,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","179,00","112,35",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,80,-,18,66,V,R,
3117,2275713,AVON ROADRIDER AM26 130/90-17 68V R,1309017,0029142605331,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","156,00","99,55",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,90,-,17,68,V,R,
3118,2277613,AVON ROADRIDER AM26 140/70-17 66V R,1407017,0029142641971,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","145,00","93,42",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,70,-,17,66,V,R,
3124,2279713,AVON ROADRIDER AM26 140/70-18 67V R,1407018,0029142605386,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","212,00","130,72",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,70,-,18,67,V,R,
3119,2279213,AVON ROADRIDER AM26 140/80-17 69V R,1408017,0029142605379,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","195,00","121,25",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,80,-,17,69,V,R,
3022,2275113,AVON ROADRIDER AM26 150/70-17 69V R,1507017,0029142641988,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","153,00","97,88",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,70,-,17,69,V,R,
2992,2276513,AVON ROADRIDER AM26 150/70-18 70V R,1507018,0029142641995,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","156,00","99,55",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,70,-,18,70,V,R,
3113,2277413,AVON ROADRIDER AM26 150/80-16 71V R,1508016,0029142605362,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","195,00","121,25",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,80,-,16,71,V,R,
6496,2270011,AVON ROADRIDER AM26 160/80-15 74V R,1608015,0029142725091,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","212,00","130,72",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,160,/,80,-,15,74,V,R,
3108,2267513,AVON ROADRIDER AM26 3.25-19 54V F,3.2519,0029142605300,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","126,00","82,85",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,3.25,,,-,19,54,V,F,
3125,2276813,AVON ROADRIDER AM26 4.00-18 64V R,4.0018,0029142605355,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","150,00","96,21",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,4.00,,,-,18,64,V,R,
3106,2269913,AVON ROADRIDER AM26 90/90-18 51V F,909018,0029142641360,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","111,00","74,50",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,18,51,V,F,
3107,2268813,AVON ROADRIDER AM26 90/90-19 52V F,909019,0029142641377,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","122,00","80,62",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,19,52,V,F,
3109,2268113,AVON ROADRIDER AM26 90/90-21 54V F,909021,0029142641384,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","145,00","93,42",AVON ROADRIDER AM26F.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,V,F,
3042,2270313,AVON ROADRIDER AM26 MT90-16 74V R,MT9016,0029142642008,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRIDER AM26,"1,01","157,00","100,10",AVON ROADRIDER AM26R.JPG,,S.I GESTION NFU - RD 1619/2005,,MT90,,,-,16,74,V,R,
3126,2745012,AVON ROADRUNNER AM20 130/90-16 73H F,1309016,0029142520238,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER AM20,"1,01","154,00","98,43",AVON ROADRUNNER AM20.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,90,-,16,73,H,F,
3127,2748812,AVON ROADRUNNER AM20 90/90-19 52H F,909019,0029142520214,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER AM20,"1,01","124,00","81,74",AVON ROADRUNNER AM20.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,19,52,H,F,
3128,2748112,AVON ROADRUNNER AM20 90/90-21 54H F,909021,0029142520290,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER AM20,"1,01","147,00","94,54",AVON ROADRUNNER AM20.JPG,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,21,54,H,F,
3129,2759012,AVON ROADRUNNER AM21 230/60-15 86H R,2306015,0029142520504,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER AM21,"1,01","402,00","236,47",AVON ROADRUNNER AM21.JPG,,S.I GESTION NFU - RD 1619/2005,,230,/,60,-,15,86,H,R,
2989,2755019,AVON ROADRUNNER AM21 MT90-16 74H R,MT9016,0029142522263,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER AM21,"1,01","154,00","98,43",AVON ROADRUNNER AM21.JPG,,S.I GESTION NFU - RD 1619/2005,,MT90,,,-,16,74,H,R,
3131,1607910,AVON ROADRUNNER UNIVERSAL AM9 4.10-19 61H F/R TT,4.1019,0029142521709,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER UNIVERSAL AM9,"1,01","120,00","79,51",AVON ROADRUNNER UNIVERSAL AM9.jpg,,S.I GESTION NFU - RD 1619/2005,,4.10,,,-,19,61,H,F/R,TT
3130,1675019,AVON ROADRUNNER UNIVERSAL AM9 MT90-16 74H F/R TT,MT9016,0029142523758,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,ROADRUNNER UNIVERSAL AM9,"1,01","152,00","97,32",AVON ROADRUNNER UNIVERSAL AM9.jpg,,S.I GESTION NFU - RD 1619/2005,,MT90,,,-,16,74,H,F/R,TT
3133,1655501,AVON SAFETY MILAGE MKII AM6 3.25-17 50S F/R TT,3.2517,0029142521822,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SAFETY MILAGE MKII AM7,"1,01","129,00","84,52",AVON SAFETY MILAGE MKII AM7.jpg,,S.I GESTION NFU - RD 1619/2005,,3.25,,,-,17,50,S,F/R,TT
3003,1727610,AVON SAFETY MILAGE MKII AM7 3.50-19 57S F/R,3.5019,0029142521754,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SAFETY MILAGE MKII AM7,"1,01","117,00","77,84",AVON SAFETY MILAGE MKII AM7.jpg,,S.I GESTION NFU - RD 1619/2005,,3.50,,,-,19,57,S,F/R,
3134,1646801,AVON SAFETY MILAGE MKII AM7 4.00-18 64S F/R,4.0018,0029142521747,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SAFETY MILAGE MKII AM7,"1,01","123,00","81,18",AVON SAFETY MILAGE MKII AM7.jpg,,S.I GESTION NFU - RD 1619/2005,,4.00,,,-,18,64,S,F/R,
8201,1720011,AVON SAFETY MILAGE MKII AM7 4.00-19 65H F/R TT,4.0019,,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SAFETY MILAGE MKII AM7,"1,01","152,00","97,32",AVON SAFETY MILAGE MKII AM7 40019.JPG,,S.I GESTION NFU - RD 1619/2005,,4.00,,,-,19,65,H,F/R,TT
3132,1694901,AVON SAFETY MILAGE MKII AM7 5.00-16 69S F/R,5.0016,0029142521778,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SAFETY MILAGE MKII AM7,"1,01","153,00","97,88",AVON SAFETY MILAGE MKII AM7 50016.JPG,,S.I GESTION NFU - RD 1619/2005,,5.00,,,-,16,69,S,F/R,
3136,1697605,AVON SIDECAR TRIPLE DUTY 3.50-19 57L F/R,3.5019,0029142521730,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SIDECAR TRIPLE DUTY,"1,01","111,00","74,50",AVON SIDECAR TRIPLE DUTY.jpg,,S.I GESTION NFU - RD 1619/2005,,3.50,,,-,19,57,L,F/R,
3002,1727410,AVON SPEEDMASTER AM6 3.00-19 54S F TT,3.0019,0029142521792,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SPEEDMASTER AM6,"1,01","105,00","71,16",AVON SPEEDMASTER AM6.JPG,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,19,54,S,F,TT
3139,1658410,AVON SPEEDMASTER AM6 3.00-20 50S F TT,3.0020,0029142521839,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SPEEDMASTER AM6,"1,01","104,00","70,60",AVON SPEEDMASTER AM6.JPG,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,20,50,S,F,TT
3140,1659401,AVON SPEEDMASTER AM6 3.00-21 57S F TT,3.0021,0029142521785,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SPEEDMASTER AM6,"1,01","105,00","71,16",AVON SPEEDMASTER AM6.JPG,,S.I GESTION NFU - RD 1619/2005,,3.00,,,-,21,57,S,F,TT
3138,1657501,AVON SPEEDMASTER AM6 3.25-19 54S F TT,3.2519,0029142521808,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SPEEDMASTER AM6,"1,01","107,00","72,27",AVON SPEEDMASTER AM6.JPG,,S.I GESTION NFU - RD 1619/2005,,3.25,,,-,19,54,S,F,TT
3004,1657601,AVON SPEEDMASTER AM6 3.50-19 57S F TT,3.5019,0029142521815,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,SPEEDMASTER AM6,"1,01","117,00","77,84",AVON SPEEDMASTER AM6.JPG,,S.I GESTION NFU - RD 1619/2005,,3.50,,,-,19,57,S,F,TT
3971,4555217,AVON STORM 2 ULTRA 110/70ZR17 54W F TL,1107017,0029142684565,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","160,00","101,77",AVON STORM 2 ULTRA F.jpg,,S.I GESTION NFU - RD 1619/2005,,110,/,70,ZR,17,54,W,F,TL
3975,4559417,AVON STORM 2 ULTRA 110/80ZR18 58W F TL,1108018,0029142684572,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","162,00","102,89",AVON STORM 2 ULTRA F.jpg,,S.I GESTION NFU - RD 1619/2005,,110,/,80,ZR,18,58,W,F,TL
3972,4555417,AVON STORM 2 ULTRA 120/60ZR17 55W F TL,1206017,0029142684589,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","163,00","103,44",AVON STORM 2 ULTRA F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
3973,4556117,AVON STORM 2 ULTRA 120/70ZR17 58W F TL,1207017,0029142684596,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","168,00","106,23",AVON STORM 2 ULTRA F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,17,58,W,F,TL
3976,4555917,AVON STORM 2 ULTRA 120/70ZR18 59W F TL,1207018,0029142684602,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","181,00","113,46",AVON STORM 2 ULTRA F.jpg,,S.I GESTION NFU - RD 1619/2005,,120,/,70,ZR,18,59,W,F,TL
3974,4554317,AVON STORM 2 ULTRA 130/70R17 62V F TL,1307017,0029142684619,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","170,00","107,34",AVON STORM 2 ULTRA F.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,70,R,17,62,V,F,TL
3977,4565117,AVON STORM 2 ULTRA 150/70ZR17 69W R TL,1507017,0029142684473,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","186,00","116,24",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,150,/,70,ZR,17,69,W,R,TL
3984,4566517,AVON STORM 2 ULTRA 150/70ZR18 70W R TL,1507018,0029142684480,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","227,00","139,07",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,150,/,70,ZR,18,70,W,R,TL
3978,4565617,AVON STORM 2 ULTRA 160/60ZR17 69W R TL,1606017,0029142684497,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","213,00","131,27",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,17,69,W,R,TL
3985,4567217,AVON STORM 2 ULTRA 160/60ZR18 70W R TL,1606018,0029142684510,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","215,00","132,39",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,60,ZR,18,70,W,R,TL
3979,4566413,AVON STORM 2 ULTRA 160/70R17 79V R TL,1607017,0029142684503,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","220,00","135,17",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,160,/,70,R,17,79,V,R,TL
3980,4566817,AVON STORM 2 ULTRA 170/60ZR17 72W R TL,1706017,0029142684527,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","222,00","136,28",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,170,/,60,ZR,17,72,W,R,TL
3981,4566717,AVON STORM 2 ULTRA 180/55ZR17 73W R TL,1805517,0029142684534,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","221,00","135,73",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,180,/,55,ZR,17,73,W,R,TL
3982,4566317,AVON STORM 2 ULTRA 190/50ZR17 73W R TL,1905017,0029142684541,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","230,00","140,74",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,190,/,50,ZR,17,73,W,R,TL
3983,4569017,AVON STORM 2 ULTRA 200/50ZR17 75W R TL,2005017,0029142684558,01.NEUMATICOS,01.MOTO,01.CARRETERA,AVON,STORM 2 ULTRA,"1,01","268,00","161,89",AVON STORM 2 ULTRA R.jpg,,S.I GESTION NFU - RD 1619/2005,,200,/,50,ZR,17,75,W,R,TL
3183,2341011,AVON VIPER STRYKE AM63 100/80-16 50P F,1008016,0029142630876,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","79,00","56,69",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,100,/,80,-,16,50,P,F,
3184,2341111,AVON VIPER STRYKE AM63 110/70-16 52S F,1107016,0029142630883,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","72,00","52,79",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,70,-,16,52,S,F,
3174,2340411,AVON VIPER STRYKE AM63 110/90-12 64P F,1109012,0029142630791,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","57,00","42,63",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,90,-,12,64,P,F,
3176,2340511,AVON VIPER STRYKE AM63 110/90-13 56P F,1109013,0029142630807,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","55,00","40,31",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,110,/,90,-,13,56,P,F,
3175,2362311,AVON VIPER STRYKE AM63 120/70-12 58P F,1207012,0029142631002,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","48,00","35,20",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,12,58,P,F,
3177,2340611,AVON VIPER STRYKE AM63 120/70-13 53P F,1207013,0029142630814,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","55,00","40,31",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,13,53,P,F,
3178,2340711,AVON VIPER STRYKE AM63 120/70-14 55S F,1207014,0029142630821,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","90,00","62,81",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,14,55,S,F,
3181,2340911,AVON VIPER STRYKE AM63 120/70-15 56S F,1207015,0029142630852,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","108,00","72,83",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,70,-,15,56,S,F,
3180,2340811,AVON VIPER STRYKE AM63 120/80-14 58S F,1208014,0029142630845,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","69,00","51,12",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,-,14,58,S,F,
3196,2352111,AVON VIPER STRYKE AM63 120/80-16 60P R,1208016,0029142630982,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","93,00","64,48",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,120,/,80,-,16,60,P,R,
3185,2362511,AVON VIPER STRYKE AM63 130/60-13 60P F/R,1306013,0029142631026,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","55,00","40,31",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,60,-,13,60,P,F/R,
3186,2362411,AVON VIPER STRYKE AM63 130/70-12 62P R,1307012,0029142631019,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","49,00","35,76",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,-,12,62,P,R,
3188,2351311,AVON VIPER STRYKE AM63 130/70-13 63P R,1307013,0029142630906,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","61,00","44,85",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,130,/,70,-,13,63,P,R,
3189,2351411,AVON VIPER STRYKE AM63 140/60-13 63P R,1406013,0029142630913,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","69,00","51,12",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,60,-,13,63,P,R,
3191,2351611,AVON VIPER STRYKE AM63 140/60-14 64S R,1406014,0029142630937,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","95,00","65,59",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,60,-,14,64,S,R,
3187,2351211,AVON VIPER STRYKE AM63 140/70-12 65P R,1407012,0029142630890,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","62,00","45,41",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,70,-,12,65,P,R,
3192,2351711,AVON VIPER STRYKE AM63 140/70-14 68S R,1407014,0029142630944,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","57,00","42,63",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,70,-,14,68,S,R,
3197,2352211,AVON VIPER STRYKE AM63 140/70-16 65P R,1407016,0029142630999,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","111,00","74,50",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,140,/,70,-,16,65,P,R,
3190,2351511,AVON VIPER STRYKE AM63 150/70-13 64S R,1507013,0029142630920,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","80,00","57,25",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,70,-,13,64,S,R,
3193,2351811,AVON VIPER STRYKE AM63 150/70-14 66S R,1507014,0029142630951,01.NEUMATICOS,02.SCOOTER,03.SCOOTER,AVON,VIPER STRYKE AM63,"1,01","103,00","70,05",AVON VIPER STRYKE AM63.JPG,,S.I GESTION NFU - RD 1619/2005,,150,/,70,-,14,66,S,R,
4420,76629,BRIDGESTONE AC04 130/80 -18 66H R TT,1308018,3286347662911,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,AC04,"1,01","120,00","102,74",BRIDGESTONE AC04.jpg,,S.I GESTION NFU - RD 1619/2005,,130,/,80,-,18,66,H,R,TT
6808,76463,BRIDGESTONE B01 90/90-12 44J F/R TL,909012,3286347646317,01.NEUMATICOS,01.MOTO,03.SCOOTER,BRIDGESTONE,B01,"1,01","41,50","42,13",BRIDGESTONE B01.png,,S.I GESTION NFU - RD 1619/2005,,90,/,90,-,12,44,J,F/R,TL
4473,2947,BRIDGESTONE BT003 RS 110/70ZR17 54W TL,1107017,3286340294713,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,BT003 RS,"1,01","134,50","105,48",BRIDGESTONE BT003 RS F.PNG,,S.I GESTION NFU - RD 1619/2005,,110,/,70,ZR,17,54,W,F,TL
4388,2948,BRIDGESTONE BT003 RS 120/60ZR17 55W F TL,1206017,3286340294812,01.NEUMATICOS,01.MOTO,01.CARRETERA,BRIDGESTONE,BT003 RS,"1,01","149,50","115,83",BRIDGESTONE BT003 RS F.PNG,,S.I GESTION NFU - RD 1619/2005,,120,/,60,ZR,17,55,W,F,TL
